Episode 245, Total Reward: 28.882856858684722, Policy Loss: -6.870939254760742, Alpha Loss: 1.8532310408492236e-10
Episode 246, Total Reward: 251.10728672898384, Policy Loss: -7.637532711029053, Alpha Loss: 1.8526785661165945e-10
Episode 247, Total Reward: 20.05135487267736, Policy Loss: -7.772249221801758, Alpha Loss: 1.8257953482425648e-10
Episode 248, Total Reward: 44.12871870384012, Policy Loss: -7.736553192138672, Alpha Loss: 1.811202854362648e-10
Episode 249, Total Reward: 16.840641594302244, Policy Loss: -10.172986030578613, Alpha Loss: 1.8028752102328127e-10
Episode 250, Total Reward: 255.18999160833212, Policy Loss: -8.422183990478516, Alpha Loss: 1.7837319121749573e-10
Episode 251, Total Reward: -7.6124972993649, Policy Loss: -7.045854568481445, Alpha Loss: 1.7796865370289794e-10
Episode 252, Total Reward: 46.88303487802869, Policy Loss: -6.641043663024902, Alpha Loss: 1.7578821731589755e-10
Episode 253, Total Reward: 227.07895574226683, Policy Loss: -5.437766075134277, Alpha Loss: 1.7556853193489985e-10
Episode 254, Total Reward: 211.69012523004, Policy Loss: -6.466012477874756, Alpha Loss: 1.742967159490405e-10
Episode 255, Total Reward: 243.8949898399805, Policy Loss: -8.20567512512207, Alpha Loss: 1.7310282374172203e-10
Episode 256, Total Reward: 10.497491262901645, Policy Loss: -8.240795135498047, Alpha Loss: 1.7198741042445675e-10
Episode 257, Total Reward: 27.901037137028467, Policy Loss: -8.513848304748535, Alpha Loss: 1.7091204840280483e-10
Episode 258, Total Reward: 231.24582973731296, Policy Loss: -7.496596813201904, Alpha Loss: 1.7029297416648603e-10
Episode 259, Total Reward: 248.89795567770207, Policy Loss: -6.959890842437744, Alpha Loss: 1.7026621779159257e-10
Episode 260, Total Reward: 211.96874785431132, Policy Loss: -9.237771034240723, Alpha Loss: 1.6893780818705295e-10
Episode 261, Total Reward: 218.7702574377361, Policy Loss: -8.257365226745605, Alpha Loss: 1.6825034421241725e-10
Episode 262, Total Reward: 212.38284841071248, Policy Loss: -5.888664722442627, Alpha Loss: 1.6698434301964937e-10
Episode 263, Total Reward: 242.36921435572742, Policy Loss: -7.433377265930176, Alpha Loss: 1.6678269876280183e-10
Episode 264, Total Reward: 31.316703182708032, Policy Loss: -9.84326171875, Alpha Loss: 1.6570292360462702e-10
Episode 265, Total Reward: 215.84392100947827, Policy Loss: -8.81625747680664, Alpha Loss: 1.655510312170705e-10
Episode 266, Total Reward: 291.5258858669323, Policy Loss: -6.1269941329956055, Alpha Loss: 1.6501043587080488e-10
Episode 267, Total Reward: 66.77451120071983, Policy Loss: -9.378462791442871, Alpha Loss: 1.6418034987086827e-10
Episode 268, Total Reward: 16.411285698369802, Policy Loss: -7.033539295196533, Alpha Loss: 1.6338094765977473e-10
Episode 269, Total Reward: 58.19222786658867, Policy Loss: -5.914137363433838, Alpha Loss: 1.6191917251440202e-10
Episode 270, Total Reward: 219.37343166671465, Policy Loss: -7.344766616821289, Alpha Loss: 1.6086877663301635e-10
Episode 271, Total Reward: 64.796121421174, Policy Loss: -8.061843872070312, Alpha Loss: 1.6002481284527192e-10
Episode 272, Total Reward: 199.3378690115443, Policy Loss: -10.882055282592773, Alpha Loss: 1.597645904460876e-10
Episode 273, Total Reward: 181.9100909624807, Policy Loss: -4.00595760345459, Alpha Loss: 1.5753331972234719e-10
Episode 274, Total Reward: 215.829296318529, Policy Loss: -8.238186836242676, Alpha Loss: 1.570696489539003e-10
Episode 275, Total Reward: 67.72124478073889, Policy Loss: -10.302799224853516, Alpha Loss: 1.5529642849454461e-10
Episode 276, Total Reward: 165.51299835130453, Policy Loss: -6.3159379959106445, Alpha Loss: 1.5343575021642408e-10
Episode 277, Total Reward: 157.61702440042282, Policy Loss: -3.0236127376556396, Alpha Loss: 1.5438630929232033e-10
Episode 278, Total Reward: -165.88294661793395, Policy Loss: -5.750994682312012, Alpha Loss: 1.5334673808542476e-10
Episode 279, Total Reward: -106.14452353323207, Policy Loss: -5.214568614959717, Alpha Loss: 1.5211411297233468e-10
Episode 280, Total Reward: 199.7084855915172, Policy Loss: -5.879061698913574, Alpha Loss: 1.5075515835683007e-10
Episode 281, Total Reward: 213.51926216576885, Policy Loss: -4.9004387855529785, Alpha Loss: 1.5042378453955507e-10
Episode 282, Total Reward: 97.36228286402365, Policy Loss: -4.7767133712768555, Alpha Loss: 1.4880123522242883e-10
Episode 283, Total Reward: 189.21064897046006, Policy Loss: -7.9789509773254395, Alpha Loss: 1.4856824104292343e-10
Episode 284, Total Reward: 57.96512162317869, Policy Loss: -7.172796249389648, Alpha Loss: 1.4674061965536112e-10
Episode 285, Total Reward: 4.999735603838094, Policy Loss: -6.2679595947265625, Alpha Loss: 1.462289317410992e-10
Episode 286, Total Reward: 28.617061454862267, Policy Loss: -6.927460670471191, Alpha Loss: 1.448377112689414e-10
Episode 287, Total Reward: 70.80975348254952, Policy Loss: -4.672082901000977, Alpha Loss: 1.4404680226398625e-10
Episode 288, Total Reward: 190.0760503255039, Policy Loss: -4.766855239868164, Alpha Loss: 1.4296638872757228e-10
Episode 289, Total Reward: 257.36987825580934, Policy Loss: -9.806838035583496, Alpha Loss: 1.4318084218256644e-10
Episode 290, Total Reward: 203.89049488679208, Policy Loss: -5.507848739624023, Alpha Loss: 1.4207168774760248e-10
Episode 291, Total Reward: 60.17521864479179, Policy Loss: -5.944239139556885, Alpha Loss: 1.4204096232539598e-10
Episode 292, Total Reward: 187.68026010602767, Policy Loss: -5.902675628662109, Alpha Loss: 1.4050911822938161e-10
Episode 293, Total Reward: 44.179344211313854, Policy Loss: -6.494160175323486, Alpha Loss: 1.396620041838048e-10
Episode 294, Total Reward: 271.0151201085082, Policy Loss: -7.346816539764404, Alpha Loss: 1.3885884109221536e-10
Episode 295, Total Reward: 27.06583777565162, Policy Loss: -6.8892645835876465, Alpha Loss: 1.383187037129474e-10
Episode 296, Total Reward: 251.51741975676032, Policy Loss: -5.720475196838379, Alpha Loss: 1.374366037643071e-10
Episode 297, Total Reward: 240.24661841878705, Policy Loss: -9.845808029174805, Alpha Loss: 1.3679005150812884e-10
Episode 298, Total Reward: 81.96908914675133, Policy Loss: -5.422454833984375, Alpha Loss: 1.3540095433750565e-10
Episode 299, Total Reward: 191.0127086727971, Policy Loss: -6.1589674949646, Alpha Loss: 1.356399020879806e-10
Episode 300, Total Reward: 28.252105307599894, Policy Loss: -5.935727119445801, Alpha Loss: 1.3483995864316256e-10
Episode 301, Total Reward: 183.1035901693504, Policy Loss: -6.0389885902404785, Alpha Loss: 1.3384796049287218e-10
Episode 302, Total Reward: 212.86888598509506, Policy Loss: -9.650378227233887, Alpha Loss: 1.337350646890556e-10
Episode 303, Total Reward: 195.61872218583127, Policy Loss: -5.7569451332092285, Alpha Loss: 1.3296741485646635e-10
Episode 304, Total Reward: 161.5567225036918, Policy Loss: -7.139132976531982, Alpha Loss: 1.3307305257725943e-10
Episode 305, Total Reward: 241.80814383028138, Policy Loss: -8.99365234375, Alpha Loss: 1.3213560801084157e-10
Episode 306, Total Reward: 234.3676727173101, Policy Loss: -7.516757011413574, Alpha Loss: 1.3101067453114013e-10
Episode 307, Total Reward: 27.403011359068998, Policy Loss: -7.971383094787598, Alpha Loss: 1.3049746006021934e-10
Episode 308, Total Reward: 218.18113258359347, Policy Loss: -6.413809776306152, Alpha Loss: 1.3055087566549162e-10
Episode 309, Total Reward: 218.77371473917893, Policy Loss: -9.306386947631836, Alpha Loss: 1.3036302592972504e-10
Episode 310, Total Reward: 98.27539260782004, Policy Loss: -7.706103801727295, Alpha Loss: 1.293210399877509e-10
Episode 311, Total Reward: 84.80667534316952, Policy Loss: -9.686506271362305, Alpha Loss: 1.2824805106781412e-10
Episode 312, Total Reward: 32.309163507249615, Policy Loss: -4.168766021728516, Alpha Loss: 1.2770150215057896e-10
Episode 313, Total Reward: 59.774795148156514, Policy Loss: -7.458919525146484, Alpha Loss: 1.2749738764750163e-10
Episode 314, Total Reward: 176.93474530998662, Policy Loss: -7.0428547859191895, Alpha Loss: 1.264660598465639e-10
Episode 315, Total Reward: 224.03482274652964, Policy Loss: -7.411229133605957, Alpha Loss: 1.2661741100039592e-10
Episode 316, Total Reward: 270.820814216434, Policy Loss: -5.4522271156311035, Alpha Loss: 1.256066917143528e-10
Episode 317, Total Reward: 92.36599662531208, Policy Loss: -8.214001655578613, Alpha Loss: 1.2542142324711847e-10
Episode 318, Total Reward: 37.788200146971434, Policy Loss: -7.3621506690979, Alpha Loss: 1.251918568812016e-10
Episode 319, Total Reward: 69.01143292629492, Policy Loss: -4.365058898925781, Alpha Loss: 1.2397119442120186e-10
Episode 320, Total Reward: 208.45736823440552, Policy Loss: -5.072406768798828, Alpha Loss: 1.2356130008051025e-10
Episode 321, Total Reward: 168.87077512938976, Policy Loss: -6.800071716308594, Alpha Loss: 1.2282552752651554e-10
Episode 322, Total Reward: 84.62571737456017, Policy Loss: -6.633736610412598, Alpha Loss: 1.2255554904250232e-10
Episode 323, Total Reward: 22.870712839109164, Policy Loss: -2.770022392272949, Alpha Loss: 1.2145831562726528e-10
Episode 324, Total Reward: 156.6202036241237, Policy Loss: -5.275058269500732, Alpha Loss: 1.2109710456620348e-10
Episode 325, Total Reward: 75.59076067900207, Policy Loss: -3.920790195465088, Alpha Loss: 1.1980183511894893e-10
Episode 326, Total Reward: 54.13396067814736, Policy Loss: -4.100837707519531, Alpha Loss: 1.1953063538960862e-10
Episode 327, Total Reward: 157.91737469612727, Policy Loss: -3.465667724609375, Alpha Loss: 1.1855186277109908e-10
Episode 328, Total Reward: 242.0902063987103, Policy Loss: -5.498155117034912, Alpha Loss: 1.1812750777551173e-10
Episode 329, Total Reward: 298.55508630868576, Policy Loss: -5.139639854431152, Alpha Loss: 1.1909652430919238e-10
Episode 330, Total Reward: 25.218936786990373, Policy Loss: -13.519575119018555, Alpha Loss: 1.1744787087319963e-10
Episode 331, Total Reward: 216.1987677406242, Policy Loss: -15.984716415405273, Alpha Loss: 1.177397762619492e-10
Episode 332, Total Reward: 239.499877515347, Policy Loss: -18.853687286376953, Alpha Loss: 1.1699040347590284e-10
Episode 333, Total Reward: 224.7886713538182, Policy Loss: -18.065027236938477, Alpha Loss: 1.166511331973652e-10
Episode 334, Total Reward: 219.30406142602436, Policy Loss: -23.185060501098633, Alpha Loss: 1.1653485121332352e-10
Episode 335, Total Reward: 283.3793343589274, Policy Loss: -23.097543716430664, Alpha Loss: 1.162863694226246e-10
Episode 336, Total Reward: 239.7641691252499, Policy Loss: -21.453449249267578, Alpha Loss: 1.1620567702541607e-10
Episode 337, Total Reward: 259.70192608064997, Policy Loss: -26.416990280151367, Alpha Loss: 1.1576131719870375e-10
Episode 338, Total Reward: 219.75840801628053, Policy Loss: -26.68602180480957, Alpha Loss: 1.164408847120768e-10
Episode 339, Total Reward: 223.9471706849926, Policy Loss: -30.43712615966797, Alpha Loss: 1.1522785503537136e-10
Episode 340, Total Reward: 248.8063848268779, Policy Loss: -31.411462783813477, Alpha Loss: 1.1548510758796482e-10
Episode 341, Total Reward: 226.55183220547667, Policy Loss: -29.34990692138672, Alpha Loss: 1.1513993231071495e-10
Episode 342, Total Reward: 240.87187867094414, Policy Loss: -33.337013244628906, Alpha Loss: 1.1469946520348273e-10
Episode 343, Total Reward: 255.49558724550525, Policy Loss: -30.852798461914062, Alpha Loss: 1.1434111296670935e-10
Episode 344, Total Reward: 292.97261186399646, Policy Loss: -37.226219177246094, Alpha Loss: 1.1489518364493634e-10
Episode 345, Total Reward: 310.85465806585523, Policy Loss: -36.79338073730469, Alpha Loss: 1.1461369353593653e-10
Episode 346, Total Reward: 262.40194756071514, Policy Loss: -39.16835403442383, Alpha Loss: 1.1443239411601525e-10
Episode 347, Total Reward: 292.836979476055, Policy Loss: -38.61655807495117, Alpha Loss: 1.1445314140878793e-10
Episode 348, Total Reward: 290.39928354790766, Policy Loss: -39.57645034790039, Alpha Loss: 1.1475945888017591e-10
Episode 349, Total Reward: 282.1744964210896, Policy Loss: -39.56201934814453, Alpha Loss: 1.1395986238005307e-10
Episode 350, Total Reward: 297.19999761499685, Policy Loss: -39.789276123046875, Alpha Loss: 1.1324350485120149e-10
Episode 351, Total Reward: 239.51256245392435, Policy Loss: -41.82925033569336, Alpha Loss: 1.1277421357869244e-10
Episode 352, Total Reward: 45.206017511747405, Policy Loss: -41.49066162109375, Alpha Loss: 1.1222585361014836e-10
Episode 353, Total Reward: 234.4911225122024, Policy Loss: -44.41161346435547, Alpha Loss: 1.1157793439187103e-10
Episode 354, Total Reward: 241.94733310702577, Policy Loss: -42.94293975830078, Alpha Loss: 1.1186331028145702e-10
Episode 355, Total Reward: 284.09032298961034, Policy Loss: -43.185428619384766, Alpha Loss: 1.1158986235049184e-10
Episode 356, Total Reward: 279.63802734231183, Policy Loss: -47.03455352783203, Alpha Loss: 1.1109736047787422e-10
Episode 357, Total Reward: 286.89594126805116, Policy Loss: -46.828765869140625, Alpha Loss: 1.1137554767337576e-10
Episode 358, Total Reward: 282.0610844169443, Policy Loss: -46.696311950683594, Alpha Loss: 1.1086893209055759e-10
Episode 359, Total Reward: 276.00381138884944, Policy Loss: -49.38090133666992, Alpha Loss: 1.1062337157419222e-10
Episode 360, Total Reward: 253.8725488832669, Policy Loss: -44.51568603515625, Alpha Loss: 1.1058269577812752e-10
Episode 361, Total Reward: 274.1547024300884, Policy Loss: -43.45449447631836, Alpha Loss: 1.1080991679790486e-10
Episode 362, Total Reward: 269.816618853807, Policy Loss: -44.06259536743164, Alpha Loss: 1.0995766797083917e-10
Episode 363, Total Reward: 279.8714565288129, Policy Loss: -49.666236877441406, Alpha Loss: 1.1025761553762337e-10
Episode 364, Total Reward: 258.2670536981958, Policy Loss: -44.17996597290039, Alpha Loss: 1.097721427645304e-10
Episode 365, Total Reward: 287.22681140337227, Policy Loss: -45.925621032714844, Alpha Loss: 1.0975250569478234e-10
Episode 366, Total Reward: 255.4298890833745, Policy Loss: -47.64137268066406, Alpha Loss: 1.0971960839878392e-10
Episode 367, Total Reward: 228.82771876492782, Policy Loss: -46.563682556152344, Alpha Loss: 1.0872640288095425e-10
Episode 368, Total Reward: 267.631085448663, Policy Loss: -46.701175689697266, Alpha Loss: 1.0948854323178381e-10
Episode 369, Total Reward: 257.36915608123036, Policy Loss: -49.00170135498047, Alpha Loss: 1.0876505251999902e-10
Episode 370, Total Reward: 262.17745307642576, Policy Loss: -48.115272521972656, Alpha Loss: 1.0868062005897627e-10
Episode 371, Total Reward: 284.36190954266124, Policy Loss: -48.308780670166016, Alpha Loss: 1.0826076840553256e-10
Episode 372, Total Reward: 275.23944090184443, Policy Loss: -51.287208557128906, Alpha Loss: 1.0827279350866803e-10
Episode 373, Total Reward: 279.6221566337114, Policy Loss: -51.89159393310547, Alpha Loss: 1.0796118166123136e-10
Episode 374, Total Reward: 244.79148283500902, Policy Loss: -50.72690963745117, Alpha Loss: 1.0786865151102276e-10
Episode 375, Total Reward: 258.8008583889597, Policy Loss: -49.14933395385742, Alpha Loss: 1.0754348106489786e-10
Episode 376, Total Reward: 220.74154827393042, Policy Loss: -52.0773811340332, Alpha Loss: 1.0823227036826921e-10
Episode 377, Total Reward: 240.89528384151413, Policy Loss: -48.62003707885742, Alpha Loss: 1.077619868339319e-10
Episode 378, Total Reward: 261.63416524741615, Policy Loss: -51.141353607177734, Alpha Loss: 1.0742098183191828e-10
Episode 379, Total Reward: 308.80605209078146, Policy Loss: -49.808048248291016, Alpha Loss: 1.0714829717928254e-10
Episode 380, Total Reward: 301.9701763121992, Policy Loss: -50.32587432861328, Alpha Loss: 1.0729393068453774e-10
Episode 381, Total Reward: 223.00714735927835, Policy Loss: -49.03180694580078, Alpha Loss: 1.0679009065928113e-10
Episode 382, Total Reward: 296.10058816102605, Policy Loss: -52.944236755371094, Alpha Loss: 1.0681905360243604e-10
Episode 383, Total Reward: 292.6856833388389, Policy Loss: -54.485443115234375, Alpha Loss: 1.0662871280375796e-10
Episode 384, Total Reward: 278.3713324648332, Policy Loss: -52.8108024597168, Alpha Loss: 1.0658769700189197e-10
Episode 385, Total Reward: 244.72271508967378, Policy Loss: -52.48108673095703, Alpha Loss: 1.0647259462981395e-10
Episode 386, Total Reward: 227.15305431566333, Policy Loss: -54.89960861206055, Alpha Loss: 1.0674374578689694e-10
Episode 387, Total Reward: 275.0299349941529, Policy Loss: -50.824668884277344, Alpha Loss: 1.0585783638550339e-10
Episode 388, Total Reward: 257.73270781744145, Policy Loss: -54.72744369506836, Alpha Loss: 1.0584669252189371e-10
Episode 389, Total Reward: 284.21269640365995, Policy Loss: -55.38583755493164, Alpha Loss: 1.0550856716085022e-10
Episode 390, Total Reward: 270.72817730419104, Policy Loss: -50.47606658935547, Alpha Loss: 1.0523968502207381e-10
Episode 391, Total Reward: 251.74476175501837, Policy Loss: -52.12126922607422, Alpha Loss: 1.0515081860784647e-10
Episode 392, Total Reward: 254.43404199568224, Policy Loss: -51.64838790893555, Alpha Loss: 1.0487943846726466e-10
Episode 393, Total Reward: 274.99983359021877, Policy Loss: -52.57063293457031, Alpha Loss: 1.0457076871084325e-10
Episode 394, Total Reward: 312.30378055259985, Policy Loss: -53.856590270996094, Alpha Loss: 1.0387497112462896e-10
Episode 395, Total Reward: 302.02444549986683, Policy Loss: -56.077354431152344, Alpha Loss: 1.0447536585855843e-10
Episode 396, Total Reward: 298.2169268252559, Policy Loss: -55.96944808959961, Alpha Loss: 1.0436929792634331e-10
Episode 397, Total Reward: 215.88062692201717, Policy Loss: -54.92153549194336, Alpha Loss: 1.0457160137811172e-10
Episode 398, Total Reward: 278.34419000713285, Policy Loss: -54.46684265136719, Alpha Loss: 1.0362732894009241e-10
Episode 399, Total Reward: 270.94270067034415, Policy Loss: -55.464378356933594, Alpha Loss: 1.0374553993663937e-10
Episode 400, Total Reward: 249.04848388073492, Policy Loss: -52.980533599853516, Alpha Loss: 1.0296186125913209e-10
Episode 401, Total Reward: 302.6458485164755, Policy Loss: -54.57654571533203, Alpha Loss: 1.0281121093358436e-10
Episode 402, Total Reward: 272.83554486710545, Policy Loss: -57.763431549072266, Alpha Loss: 1.0310124975987378e-10
Episode 403, Total Reward: 243.14270445958937, Policy Loss: -53.44574737548828, Alpha Loss: 1.0260857441490856e-10
Episode 404, Total Reward: 269.76310413977984, Policy Loss: -55.65312194824219, Alpha Loss: 1.0293944863182247e-10
Episode 405, Total Reward: 289.3615490687994, Policy Loss: -57.547977447509766, Alpha Loss: 1.0229030122932414e-10
Episode 406, Total Reward: 262.13483835767715, Policy Loss: -56.012752532958984, Alpha Loss: 1.0205770256677127e-10
Episode 407, Total Reward: 267.359701079325, Policy Loss: -57.26904296875, Alpha Loss: 1.0190316646063735e-10
Episode 408, Total Reward: 269.19629660875654, Policy Loss: -54.7772331237793, Alpha Loss: 1.0197497707364889e-10
Episode 409, Total Reward: 302.0359479659969, Policy Loss: -58.635520935058594, Alpha Loss: 1.0247053899847813e-10
Episode 410, Total Reward: 271.33132675815995, Policy Loss: -56.896583557128906, Alpha Loss: 1.0199444067104935e-10
Episode 411, Total Reward: 245.41111419764394, Policy Loss: -58.625240325927734, Alpha Loss: 1.0149589502184142e-10
Episode 412, Total Reward: 262.7516775875033, Policy Loss: -57.67058563232422, Alpha Loss: 1.0135882411166364e-10
Episode 413, Total Reward: 273.1638384662165, Policy Loss: -58.23328399658203, Alpha Loss: 1.0094469010679674e-10
Episode 414, Total Reward: 247.95887449768446, Policy Loss: -59.35694122314453, Alpha Loss: 1.011442318787914e-10
Episode 415, Total Reward: 229.71483661549254, Policy Loss: -60.68202209472656, Alpha Loss: 1.0127823579786366e-10
Episode 416, Total Reward: 266.9257564908103, Policy Loss: -60.86431121826172, Alpha Loss: 1.0048911702753571e-10
Episode 417, Total Reward: 297.9845964283062, Policy Loss: -58.83501052856445, Alpha Loss: 1.0049835269532181e-10
Episode 418, Total Reward: 221.17040401372083, Policy Loss: -59.876651763916016, Alpha Loss: 1.0033418540444927e-10
Episode 419, Total Reward: 251.75025242181727, Policy Loss: -60.668270111083984, Alpha Loss: 1.0019239604641683e-10
Episode 420, Total Reward: 295.22070683327195, Policy Loss: -60.92991638183594, Alpha Loss: 1.0043836595752254e-10
Episode 421, Total Reward: 271.8326192073554, Policy Loss: -60.512229919433594, Alpha Loss: 9.992789234969379e-11
Episode 422, Total Reward: 289.9879575124455, Policy Loss: -58.638221740722656, Alpha Loss: 9.946162643492684e-11
Episode 423, Total Reward: 273.4011216763031, Policy Loss: -60.450172424316406, Alpha Loss: 9.967503211694151e-11
Episode 424, Total Reward: 266.6743010986204, Policy Loss: -59.64485549926758, Alpha Loss: 9.885242624463331e-11
Episode 425, Total Reward: 235.7894179708858, Policy Loss: -62.57428741455078, Alpha Loss: 9.932584615901519e-11
Episode 426, Total Reward: 270.6054067802263, Policy Loss: -61.728450775146484, Alpha Loss: 9.872937190014142e-11
Episode 427, Total Reward: 267.269610235497, Policy Loss: -61.5893440246582, Alpha Loss: 9.868638545240671e-11
Episode 428, Total Reward: 287.86169482842166, Policy Loss: -60.54888153076172, Alpha Loss: 9.904917164238469e-11
Episode 429, Total Reward: 241.00002896482277, Policy Loss: -62.34550094604492, Alpha Loss: 9.91447271503354e-11
Episode 430, Total Reward: 227.71354064207384, Policy Loss: -59.12510681152344, Alpha Loss: 9.86701970129289e-11
Episode 431, Total Reward: 296.5043189334675, Policy Loss: -62.910987854003906, Alpha Loss: 9.833835135086844e-11
Episode 432, Total Reward: 235.24459972592194, Policy Loss: -60.336544036865234, Alpha Loss: 9.817226198638451e-11
Episode 433, Total Reward: 273.2414491792755, Policy Loss: -60.85185241699219, Alpha Loss: 9.846235632382516e-11
Episode 434, Total Reward: 283.20368338729793, Policy Loss: -61.47455596923828, Alpha Loss: 9.76480007963687e-11
Episode 435, Total Reward: 289.2961383059854, Policy Loss: -61.14165496826172, Alpha Loss: 9.769546976956534e-11
Episode 436, Total Reward: 262.7925739027175, Policy Loss: -60.50627136230469, Alpha Loss: 9.834125180852027e-11
Episode 437, Total Reward: 294.9560372750729, Policy Loss: -62.73158645629883, Alpha Loss: 9.782538668012819e-11
Episode 438, Total Reward: 282.035274924958, Policy Loss: -63.78066635131836, Alpha Loss: 9.769342279586368e-11
Episode 439, Total Reward: 254.84026167960013, Policy Loss: -62.23044967651367, Alpha Loss: 9.719716698164405e-11
Episode 440, Total Reward: 253.02414218738758, Policy Loss: -62.14460372924805, Alpha Loss: 9.7397409581923e-11
Episode 441, Total Reward: 258.5241034680507, Policy Loss: -63.13487243652344, Alpha Loss: 9.716793342162688e-11
Episode 442, Total Reward: 244.3497659137757, Policy Loss: -63.2866096496582, Alpha Loss: 9.717410903720136e-11
Episode 443, Total Reward: 228.2371648792162, Policy Loss: -62.20704650878906, Alpha Loss: 9.716293047912217e-11
Episode 444, Total Reward: 282.6082620543741, Policy Loss: -62.97071838378906, Alpha Loss: 9.671834166891102e-11
Episode 445, Total Reward: 303.53927327995797, Policy Loss: -64.35916900634766, Alpha Loss: 9.645924337053913e-11
Episode 446, Total Reward: 261.10640358658816, Policy Loss: -64.8300552368164, Alpha Loss: 9.647602161599877e-11
Episode 447, Total Reward: 248.77906615320322, Policy Loss: -65.79374694824219, Alpha Loss: 9.695962088773769e-11
Episode 448, Total Reward: 292.1847832840801, Policy Loss: -64.76670837402344, Alpha Loss: 9.634175401895817e-11
Episode 449, Total Reward: 265.83933328807865, Policy Loss: -63.290443420410156, Alpha Loss: 9.62968871309755e-11
Episode 450, Total Reward: 249.38938417343047, Policy Loss: -63.932456970214844, Alpha Loss: 9.57410054014396e-11
Episode 451, Total Reward: 242.76672555578688, Policy Loss: -62.77703094482422, Alpha Loss: 9.589253002761922e-11
Episode 452, Total Reward: 268.0925489931157, Policy Loss: -63.761192321777344, Alpha Loss: 9.563774078236165e-11
Episode 453, Total Reward: 235.1377333260048, Policy Loss: -65.06439208984375, Alpha Loss: 9.56286091979841e-11
Episode 454, Total Reward: 258.14189979523405, Policy Loss: -64.52864074707031, Alpha Loss: 9.549105950412695e-11
Episode 455, Total Reward: 292.1190429085927, Policy Loss: -65.01472473144531, Alpha Loss: 9.612857038154843e-11
Episode 456, Total Reward: 286.32068518484556, Policy Loss: -65.47744750976562, Alpha Loss: 9.545074453054525e-11
Episode 457, Total Reward: 271.01903538166727, Policy Loss: -63.34080505371094, Alpha Loss: 9.524868394006347e-11
Episode 458, Total Reward: 287.7359643596467, Policy Loss: -62.695125579833984, Alpha Loss: 9.543006662671161e-11
Episode 459, Total Reward: 258.0099572202985, Policy Loss: -64.2220687866211, Alpha Loss: 9.529565331289902e-11
Episode 460, Total Reward: 295.69191494508004, Policy Loss: -65.74150848388672, Alpha Loss: 9.513000803762495e-11
Episode 461, Total Reward: 275.80659238337864, Policy Loss: -64.04190063476562, Alpha Loss: 9.502250375437171e-11
Episode 462, Total Reward: 259.4322061523451, Policy Loss: -66.36358642578125, Alpha Loss: 9.49255188342768e-11
Episode 463, Total Reward: 277.9280816349883, Policy Loss: -65.22677612304688, Alpha Loss: 9.486565699656779e-11
Episode 464, Total Reward: 232.18325442156666, Policy Loss: -64.77165222167969, Alpha Loss: 9.462926969794339e-11
Episode 465, Total Reward: 267.51011420133267, Policy Loss: -67.15122985839844, Alpha Loss: 9.486542801306896e-11
Episode 466, Total Reward: 267.9843150115836, Policy Loss: -64.83672332763672, Alpha Loss: 9.486580965223368e-11
Episode 467, Total Reward: 279.63095259083775, Policy Loss: -65.53514099121094, Alpha Loss: 9.437985809546134e-11
Episode 468, Total Reward: 296.2402652803646, Policy Loss: -65.3630599975586, Alpha Loss: 9.437028936076786e-11
Episode 469, Total Reward: 314.03694297749104, Policy Loss: -63.732261657714844, Alpha Loss: 9.505155690314737e-11
Episode 470, Total Reward: 267.4299010008275, Policy Loss: -66.84986114501953, Alpha Loss: 9.454629440464046e-11
Episode 471, Total Reward: 308.3828773624416, Policy Loss: -68.16190338134766, Alpha Loss: 9.385203725287283e-11
Episode 472, Total Reward: 290.89874666336516, Policy Loss: -65.81189727783203, Alpha Loss: 9.420233343382378e-11
Episode 473, Total Reward: 247.207420053213, Policy Loss: -66.1906967163086, Alpha Loss: 9.375841769632132e-11
Episode 474, Total Reward: 239.64672208222024, Policy Loss: -65.45038604736328, Alpha Loss: 9.377619514250313e-11
Episode 475, Total Reward: 286.10103443336914, Policy Loss: -64.22467041015625, Alpha Loss: 9.347343732368785e-11
Episode 476, Total Reward: 276.1542720039106, Policy Loss: -66.08120727539062, Alpha Loss: 9.39675906530546e-11
Episode 477, Total Reward: 296.77447445168207, Policy Loss: -66.24718475341797, Alpha Loss: 9.344603563166132e-11
Episode 478, Total Reward: 234.06163607264747, Policy Loss: -67.45736694335938, Alpha Loss: 9.372726206269277e-11
Episode 479, Total Reward: 274.2605466307148, Policy Loss: -64.69970703125, Alpha Loss: 9.316603044595695e-11
Episode 480, Total Reward: 248.9027063583074, Policy Loss: -67.57804870605469, Alpha Loss: 9.288407543106558e-11
Episode 481, Total Reward: 246.24588814812617, Policy Loss: -66.79634094238281, Alpha Loss: 9.341440815324731e-11
Episode 482, Total Reward: 252.67716455287842, Policy Loss: -66.22498321533203, Alpha Loss: 9.293800451448675e-11
Episode 483, Total Reward: 269.4137620044384, Policy Loss: -64.4395523071289, Alpha Loss: 9.278026263936923e-11
Episode 484, Total Reward: 251.86546261140887, Policy Loss: -67.49769592285156, Alpha Loss: 9.301635156555577e-11
Episode 485, Total Reward: 256.31403267694253, Policy Loss: -65.89340209960938, Alpha Loss: 9.318922716827771e-11
Episode 486, Total Reward: 240.3650465733494, Policy Loss: -67.0324478149414, Alpha Loss: 9.295772485096165e-11
Episode 487, Total Reward: 283.95592825666023, Policy Loss: -67.07369995117188, Alpha Loss: 9.253357802219142e-11
